,ID,Status,Latitude,Longitude,Max_Speed,Min_Pressure,Low_Rad_NE,Low_Rad_SE,Low_Rad_SW,Low_Rad_NW,Med_Rad_NE,Med_Rad_SE,Med_Rad_SW,Med_Rad_NW,High_Rad_NE,High_Rad_SE,High_Rad_SW,High_Rad_NW,Time
1234,AL101972, HU,40.9,-32.6,65.0,999.0,,,,,,,,,,,,,1972-08-30 18:00:00
1235,AL101972, TS,40.6,-34.0,55.0,1002.0,,,,,,,,,0.0,0.0,0.0,0.0,1972-08-31 00:00:00
1236,AL101972, TS,40.7,-35.4,45.0,1006.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-31 06:00:00
1237,AL101972, TS,41.1,-36.8,40.0,1006.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-31 12:00:00
1238,AL101972, TS,41.9,-37.8,40.0,1008.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-31 18:00:00
1239,AL101972, TS,42.9,-38.0,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 00:00:00
1240,AL101972, TS,44.0,-38.1,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 06:00:00
1241,AL101972, TS,45.1,-37.9,45.0,999.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 12:00:00
1242,AL101972, TS,46.2,-37.9,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 18:00:00
1243,AL111972, TD,29.0,-78.5,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-29 12:00:00
1244,AL111972, TD,29.8,-77.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-29 18:00:00
1245,AL111972, TD,30.5,-76.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-30 00:00:00
1246,AL111972, TD,31.0,-75.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-30 06:00:00
1247,AL111972, TD,31.5,-74.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-30 12:00:00
1248,AL111972, TD,32.0,-73.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-30 18:00:00
1249,AL111972, TS,32.5,-72.0,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-31 00:00:00
1250,AL111972, TS,33.0,-71.2,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-31 06:00:00
1251,AL111972, TS,33.5,-70.5,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-31 12:00:00
1252,AL111972, TS,33.8,-69.7,50.0,1002.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-08-31 18:00:00
1253,AL111972, TS,34.3,-69.3,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 00:00:00
1254,AL111972, TS,34.5,-69.0,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 06:00:00
1255,AL111972, TS,35.0,-69.0,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 12:00:00
1256,AL111972, TS,35.2,-69.0,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-01 18:00:00
1257,AL111972, TS,35.5,-69.2,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-02 00:00:00
1258,AL111972, TS,36.2,-70.1,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-02 06:00:00
1259,AL111972, TS,36.9,-70.9,40.0,1007.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-02 12:00:00
1260,AL111972, TS,37.4,-71.0,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-02 18:00:00
1261,AL111972, TS,37.9,-71.2,45.0,1002.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-03 00:00:00
1262,AL111972, TS,38.8,-71.1,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-03 06:00:00
1263,AL111972, TS,39.7,-70.8,55.0,,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-03 12:00:00
1264,AL111972, TS,40.6,-70.2,60.0,993.0,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-03 18:00:00
1265,AL111972, EX,41.5,-69.5,55.0,992.0,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-04 00:00:00
1266,AL111972, EX,42.8,-68.5,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-04 06:00:00
1267,AL111972, EX,44.8,-67.5,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-04 12:00:00
1268,AL111972, EX,45.7,-66.5,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-04 18:00:00
1269,AL111972, EX,46.5,-65.5,40.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 00:00:00
1270,AL111972, EX,46.8,-64.5,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 06:00:00
1271,AL111972, EX,47.0,-63.0,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 12:00:00
1272,AL121972, TD,30.5,-51.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-03 12:00:00
1273,AL121972, TD,30.8,-50.6,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-03 18:00:00
1274,AL121972, TD,31.2,-49.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-04 00:00:00
1275,AL121972, TD,31.6,-48.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-04 06:00:00
1276,AL121972, TD,32.0,-48.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-04 12:00:00
1277,AL121972, TD,32.5,-46.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-04 18:00:00
1278,AL121972, TD,33.0,-45.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 00:00:00
1279,AL121972, TD,33.5,-44.3,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 06:00:00
1280,AL121972, TD,34.0,-43.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 12:00:00
1281,AL131972, TD,23.8,-79.4,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 00:00:00
1282,AL131972, TD,24.3,-80.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 06:00:00
1283,AL131972, TD,24.9,-80.4,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 12:00:00
1284,AL131972, TD,25.6,-80.5,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-05 18:00:00
1285,AL131972, TD,26.2,-79.9,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-06 00:00:00
1286,AL131972, TD,26.8,-79.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-06 06:00:00
1287,AL131972, TS,27.3,-77.9,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-06 12:00:00
1288,AL131972, TS,28.2,-76.0,50.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-06 18:00:00
1289,AL131972, TS,29.2,-74.4,55.0,,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-07 00:00:00
1290,AL131972, TS,30.2,-72.8,55.0,1001.0,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-07 06:00:00
1291,AL131972, TS,32.0,-71.2,60.0,,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-07 12:00:00
1292,AL131972, HU,33.8,-70.4,65.0,,,,,,,,,,,,,,1972-09-07 18:00:00
1293,AL131972, HU,35.2,-70.8,70.0,998.0,,,,,,,,,,,,,1972-09-08 00:00:00
1294,AL131972, HU,36.0,-71.5,70.0,,,,,,,,,,,,,,1972-09-08 06:00:00
1295,AL131972, HU,36.4,-72.4,70.0,997.0,,,,,,,,,,,,,1972-09-08 12:00:00
1296,AL131972, HU,36.6,-73.5,65.0,,,,,,,,,,,,,,1972-09-08 18:00:00
1297,AL131972, TS,36.1,-74.2,60.0,1000.0,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-09 00:00:00
1298,AL131972, TS,35.6,-74.5,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-09 06:00:00
1299,AL131972, TS,35.0,-74.2,45.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-09 12:00:00
1300,AL131972, TS,34.8,-73.9,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-09 18:00:00
1301,AL131972, TS,34.1,-73.0,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-10 00:00:00
1302,AL131972, TS,33.4,-72.2,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-10 06:00:00
1303,AL131972, TS,32.9,-71.9,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-10 12:00:00
1304,AL131972, TS,32.0,-71.8,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-10 18:00:00
1305,AL131972, TS,31.2,-72.1,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-11 00:00:00
1306,AL131972, TS,30.7,-73.1,40.0,1007.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-11 06:00:00
1307,AL131972, TS,30.2,-74.1,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-11 12:00:00
1308,AL131972, TS,30.1,-75.1,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-11 18:00:00
1309,AL131972, TS,30.1,-76.2,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-12 00:00:00
1310,AL131972, TS,30.2,-77.1,35.0,1014.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-12 06:00:00
1311,AL131972, TS,30.7,-78.0,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-12 12:00:00
1312,AL131972, TD,31.0,-78.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-12 18:00:00
1313,AL131972, TD,30.8,-79.7,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-13 00:00:00
1314,AL131972, TD,30.8,-80.6,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-13 06:00:00
1315,AL131972, TD,31.1,-81.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-13 12:00:00
1316,AL131972, TD,31.7,-81.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-13 18:00:00
1317,AL131972, TD,31.9,-80.6,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-14 00:00:00
1318,AL131972, TD,32.4,-80.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-14 06:00:00
1319,AL131972, TD,32.8,-79.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-14 12:00:00
1320,AL141972, SD,37.5,-59.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-19 12:00:00
1321,AL141972, SD,38.5,-59.3,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-19 18:00:00
1322,AL141972, SS,39.5,-59.0,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-20 00:00:00
1323,AL141972, SS,40.0,-57.5,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-20 06:00:00
1324,AL141972, SS,40.7,-54.2,50.0,1001.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-20 12:00:00
1325,AL141972, SS,41.7,-49.8,50.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-20 18:00:00
1326,AL141972, SS,42.8,-45.4,55.0,,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-21 00:00:00
1327,AL141972, EX,46.0,-40.0,60.0,992.0,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-21 06:00:00
1328,AL141972, EX,49.5,-37.0,60.0,,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-21 12:00:00
1329,AL141972, EX,52.0,-36.0,60.0,944.0,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-21 18:00:00
1330,AL141972, EX,54.0,-36.0,60.0,,,,,,,,,,0.0,0.0,0.0,0.0,1972-09-22 00:00:00
1331,AL151972, TD,13.0,-33.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-20 12:00:00
1332,AL151972, TD,13.0,-34.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-20 18:00:00
1333,AL151972, TD,13.0,-35.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-21 00:00:00
1334,AL151972, TD,13.0,-36.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-21 06:00:00
1335,AL151972, TD,13.0,-37.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-21 12:00:00
1336,AL151972, TD,13.4,-37.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-21 18:00:00
1337,AL151972, TD,13.8,-38.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-22 00:00:00
1338,AL151972, TD,14.2,-39.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-22 06:00:00
1339,AL151972, TD,14.5,-40.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-22 12:00:00
1340,AL151972, TD,15.0,-40.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-22 18:00:00
1341,AL151972, TD,15.5,-41.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-23 00:00:00
1342,AL151972, TD,16.0,-41.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-23 06:00:00
1343,AL151972, TD,16.5,-42.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-23 12:00:00
1344,AL151972, TD,16.4,-43.2,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-23 18:00:00
1345,AL151972, TD,16.3,-44.4,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-24 00:00:00
1346,AL151972, TD,16.2,-45.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-24 06:00:00
1347,AL151972, TD,16.0,-46.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-09-24 12:00:00
1348,AL161972, TD,29.5,-53.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-01 12:00:00
1349,AL161972, TD,30.7,-53.6,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-01 18:00:00
1350,AL161972, TD,32.0,-53.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-02 00:00:00
1351,AL161972, TD,33.2,-53.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-02 06:00:00
1352,AL161972, TD,34.5,-54.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-02 12:00:00
1353,AL161972, TD,35.7,-53.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-02 18:00:00
1354,AL161972, TD,37.0,-52.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-03 00:00:00
1355,AL161972, TD,38.2,-51.8,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-03 06:00:00
1356,AL161972, TD,39.5,-51.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-03 12:00:00
1357,AL171972, TD,11.5,-18.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-05 12:00:00
1358,AL171972, TD,11.4,-20.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-05 18:00:00
1359,AL171972, TD,11.3,-22.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-06 00:00:00
1360,AL171972, TD,11.2,-24.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-06 06:00:00
1361,AL171972, TD,11.0,-26.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-06 12:00:00
1362,AL171972, TD,11.0,-28.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-06 18:00:00
1363,AL171972, TD,11.0,-30.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-07 00:00:00
1364,AL171972, TD,11.0,-32.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-07 06:00:00
1365,AL171972, TD,11.0,-34.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-07 12:00:00
1366,AL171972, TD,11.2,-35.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-07 18:00:00
1367,AL171972, TD,11.5,-36.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-08 00:00:00
1368,AL171972, TD,11.7,-37.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-08 06:00:00
1369,AL171972, TD,12.0,-39.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-08 12:00:00
1370,AL171972, TD,12.3,-39.9,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-08 18:00:00
1371,AL171972, TD,12.7,-40.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-09 00:00:00
1372,AL171972, TD,13.1,-41.6,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-09 06:00:00
1373,AL171972, TD,13.5,-42.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-09 12:00:00
1374,AL171972, TD,14.0,-43.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-09 18:00:00
1375,AL171972, TD,14.5,-44.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-10 00:00:00
1376,AL171972, TD,15.0,-44.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-10 06:00:00
1377,AL171972, TD,15.5,-45.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-10 12:00:00
1378,AL171972, TD,16.0,-46.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-10 18:00:00
1379,AL171972, TD,16.5,-47.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-11 00:00:00
1380,AL171972, TD,17.0,-47.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-11 06:00:00
1381,AL171972, TD,17.5,-48.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-11 12:00:00
1382,AL171972, TD,17.9,-49.1,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-11 18:00:00
1383,AL171972, TD,18.3,-49.7,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-12 00:00:00
1384,AL171972, TD,19.1,-50.3,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-12 06:00:00
1385,AL171972, TD,20.0,-51.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-12 12:00:00
1386,AL171972, TD,20.7,-51.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-12 18:00:00
1387,AL171972, TD,21.5,-52.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-13 00:00:00
1388,AL171972, TD,22.2,-52.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-13 06:00:00
1389,AL171972, TD,23.0,-53.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-13 12:00:00
1390,AL171972, TD,24.4,-53.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-13 18:00:00
1391,AL171972, TD,25.8,-53.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-14 00:00:00
1392,AL171972, TD,27.1,-53.7,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-14 06:00:00
1393,AL171972, TD,28.5,-54.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-14 12:00:00
1394,AL171972, TD,29.8,-53.3,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-14 18:00:00
1395,AL171972, TD,31.2,-52.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-15 00:00:00
1396,AL171972, TD,32.6,-51.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-15 06:00:00
1397,AL171972, TD,34.0,-51.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-15 12:00:00
1398,AL181972, TD,12.0,-29.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-16 12:00:00
1399,AL181972, TD,12.0,-30.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-16 18:00:00
1400,AL181972, TD,12.0,-31.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-17 00:00:00
1401,AL181972, TD,12.0,-32.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-17 06:00:00
1402,AL181972, TD,12.0,-33.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-17 12:00:00
1403,AL181972, TD,12.2,-33.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-17 18:00:00
1404,AL181972, TD,12.5,-34.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-18 00:00:00
1405,AL181972, TD,12.7,-35.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-10-18 06:00:00
