,ID,Date,Hour,Status,Latitude,Longitude,Max_Speed,Min_Pressure,Low_Rad_NE,Low_Rad_SE,Low_Rad_SW,Low_Rad_NW,Med_Rad_NE,Med_Rad_SE,Med_Rad_SW,Med_Rad_NW,High_Rad_NE,High_Rad_SE,High_Rad_SW,High_Rad_NW
4635,AL031884,18840912, 1200, TD, 33.0N,  79.9W,30.0,,,,,,,,,,,,,
4636,AL031884,18840912, 1800, TS, 32.2N,  79.6W,40.0,,,,,,,,,,,,,
4637,AL031884,18840913, 0000, TS, 31.4N,  79.1W,50.0,,,,,,,,,,,,,
4638,AL031884,18840913, 0600, TS, 30.5N,  78.5W,50.0,,,,,,,,,,,,,
4639,AL031884,18840913, 1200, TS, 30.3N,  77.3W,50.0,,,,,,,,,,,,,
4640,AL031884,18840913, 1800, TS, 30.5N,  76.4W,50.0,,,,,,,,,,,,,
4641,AL031884,18840914, 0000, TS, 30.7N,  75.5W,60.0,,,,,,,,,,,,,
4642,AL031884,18840914, 0600, TS, 30.5N,  74.4W,60.0,,,,,,,,,,,,,
4643,AL031884,18840914, 1200, TS, 30.0N,  74.0W,60.0,,,,,,,,,,,,,
4644,AL031884,18840914, 1800, HU, 29.6N,  73.9W,70.0,,,,,,,,,,,,,
4645,AL031884,18840915, 0000, HU, 29.3N,  73.9W,70.0,982.0,,,,,,,,,,,,
4646,AL031884,18840915, 0600, HU, 28.8N,  74.0W,70.0,,,,,,,,,,,,,
4647,AL031884,18840915, 1200, HU, 28.4N,  74.4W,70.0,,,,,,,,,,,,,
4648,AL031884,18840915, 1800, HU, 28.1N,  74.9W,70.0,,,,,,,,,,,,,
4649,AL031884,18840916, 0000, HU, 27.9N,  75.4W,70.0,,,,,,,,,,,,,
4650,AL031884,18840916, 0600, HU, 27.8N,  76.0W,70.0,988.0,,,,,,,,,,,,
4651,AL031884,18840916, 1200, HU, 27.8N,  75.8W,70.0,,,,,,,,,,,,,
4652,AL031884,18840916, 1800, HU, 27.9N,  75.5W,70.0,,,,,,,,,,,,,
4653,AL031884,18840917, 0000, HU, 28.1N,  75.1W,80.0,,,,,,,,,,,,,
4654,AL031884,18840917, 0600, HU, 28.4N,  74.6W,80.0,,,,,,,,,,,,,
4655,AL031884,18840917, 1200, HU, 28.8N,  73.5W,80.0,,,,,,,,,,,,,
4656,AL031884,18840917, 1800, HU, 29.2N,  71.5W,80.0,,,,,,,,,,,,,
4657,AL031884,18840918, 0000, HU, 29.6N,  68.0W,80.0,,,,,,,,,,,,,
4658,AL031884,18840918, 0600, HU, 30.2N,  65.3W,80.0,979.0,,,,,,,,,,,,
4659,AL031884,18840918, 1200, HU, 31.4N,  61.3W,80.0,,,,,,,,,,,,,
4660,AL031884,18840918, 1800, HU, 34.0N,  58.5W,80.0,,,,,,,,,,,,,
4661,AL031884,18840919, 0000, HU, 39.0N,  56.0W,70.0,,,,,,,,,,,,,
4662,AL031884,18840919, 0600, HU, 42.7N,  53.5W,70.0,982.0,,,,,,,,,,,,
4663,AL031884,18840919, 1200, HU, 44.5N,  50.5W,70.0,,,,,,,,,,,,,
4664,AL031884,18840919, 1800, HU, 46.0N,  45.8W,70.0,,,,,,,,,,,,,
4665,AL031884,18840920, 0000, EX, 47.7N,  40.4W,60.0,,,,,,,,,,,,,
4666,AL031884,18840920, 0600, EX, 49.5N,  34.5W,60.0,,,,,,,,,,,,,
4667,AL031884,18840920, 1200, EX, 51.0N,  29.0W,50.0,,,,,,,,,,,,,
4668,AL031884,18840920, 1800, EX, 53.0N,  23.0W,50.0,,,,,,,,,,,,,
4669,AL041884,18841007, 0000, TS, 16.2N,  76.6W,40.0,,,,,,,,,,,,,
4670,AL041884,18841007, 0600, TS, 16.5N,  76.6W,40.0,,,,,,,,,,,,,
4671,AL041884,18841007, 1200, TS, 16.9N,  76.4W,50.0,,,,,,,,,,,,,
4672,AL041884,18841007, 1800, TS, 17.5N,  76.1W,50.0,,,,,,,,,,,,,
4673,AL041884,18841008, 0000, TS, 18.0N,  76.0W,60.0,,,,,,,,,,,,,
4674,AL041884,18841008, 0600, TS, 18.5N,  75.8W,60.0,,,,,,,,,,,,,
4675,AL041884,18841008, 1200, HU, 19.1N,  75.6W,70.0,,,,,,,,,,,,,
4676,AL041884,18841008, 1800, HU, 19.6N,  75.5W,70.0,,,,,,,,,,,,,
4677,AL041884,18841009, 0000, HU, 20.0N,  75.4W,70.0,,,,,,,,,,,,,
4678,AL041884,18841009, 0600, TS, 20.4N,  75.3W,60.0,,,,,,,,,,,,,
4679,AL041884,18841009, 1200, TS, 20.7N,  75.3W,50.0,,,,,,,,,,,,,
4680,AL041884,18841009, 1800, TS, 21.0N,  75.2W,50.0,,,,,,,,,,,,,
4681,AL041884,18841010, 0000, TS, 21.4N,  75.1W,50.0,,,,,,,,,,,,,
4682,AL041884,18841010, 0600, TS, 21.7N,  75.0W,50.0,,,,,,,,,,,,,
4683,AL041884,18841010, 1200, TS, 22.0N,  75.0W,50.0,,,,,,,,,,,,,
4684,AL041884,18841010, 1800, TS, 22.2N,  75.0W,50.0,,,,,,,,,,,,,
4685,AL041884,18841011, 0000, TS, 22.4N,  75.0W,60.0,,,,,,,,,,,,,
4686,AL041884,18841011, 0600, TS, 22.5N,  75.0W,60.0,,,,,,,,,,,,,
4687,AL041884,18841011, 1200, HU, 22.7N,  75.0W,70.0,,,,,,,,,,,,,
4688,AL041884,18841011, 1800, HU, 23.0N,  75.0W,70.0,,,,,,,,,,,,,
4689,AL041884,18841012, 0000, HU, 23.2N,  75.0W,70.0,,,,,,,,,,,,,
4690,AL041884,18841012, 0600, HU, 23.5N,  75.0W,70.0,,,,,,,,,,,,,
4691,AL041884,18841012, 1200, HU, 23.7N,  75.0W,70.0,,,,,,,,,,,,,
4692,AL041884,18841012, 1800, HU, 24.0N,  75.0W,70.0,,,,,,,,,,,,,
4693,AL041884,18841013, 0000, HU, 24.4N,  75.0W,80.0,,,,,,,,,,,,,
4694,AL041884,18841013, 0600, HU, 25.0N,  75.0W,80.0,,,,,,,,,,,,,
4695,AL041884,18841013, 1200, HU, 25.5N,  75.0W,80.0,,,,,,,,,,,,,
4696,AL041884,18841013, 1800, HU, 25.7N,  75.0W,80.0,,,,,,,,,,,,,
4697,AL041884,18841014, 0000, HU, 25.7N,  75.0W,90.0,,,,,,,,,,,,,
4698,AL041884,18841014, 0600, HU, 25.7N,  75.0W,90.0,,,,,,,,,,,,,
4699,AL041884,18841014, 1200, HU, 25.7N,  74.6W,90.0,,,,,,,,,,,,,
4700,AL041884,18841014, 1800, HU, 25.8N,  74.1W,90.0,,,,,,,,,,,,,
4701,AL041884,18841015, 0000, HU, 26.1N,  72.8W,80.0,,,,,,,,,,,,,
4702,AL041884,18841015, 0600, HU, 26.4N,  72.0W,80.0,,,,,,,,,,,,,
4703,AL041884,18841015, 1200, HU, 26.8N,  70.8W,80.0,,,,,,,,,,,,,
4704,AL041884,18841015, 1800, HU, 27.2N,  69.9W,80.0,,,,,,,,,,,,,
4705,AL041884,18841016, 0000, HU, 27.6N,  68.8W,70.0,,,,,,,,,,,,,
4706,AL041884,18841016, 0600, HU, 27.9N,  67.8W,70.0,,,,,,,,,,,,,
4707,AL041884,18841016, 1200, HU, 28.2N,  66.8W,70.0,,,,,,,,,,,,,
4708,AL041884,18841016, 1800, HU, 28.4N,  65.4W,70.0,,,,,,,,,,,,,
4709,AL041884,18841017, 0000, TS, 28.6N,  63.7W,60.0,,,,,,,,,,,,,
4710,AL041884,18841017, 0600, TS, 28.9N,  61.8W,60.0,,,,,,,,,,,,,
4711,AL041884,18841017, 1200, TS, 29.1N,  60.1W,60.0,,,,,,,,,,,,,
4712,AL041884,18841017, 1800, TS, 29.3N,  58.0W,60.0,,,,,,,,,,,,,
4713,AL011885,18850807, 0000, TS, 24.1N,  58.1W,50.0,,,,,,,,,,,,,
4714,AL011885,18850807, 0600, TS, 24.7N,  58.7W,50.0,,,,,,,,,,,,,
4715,AL011885,18850807, 1200, TS, 25.6N,  59.1W,50.0,,,,,,,,,,,,,
4716,AL011885,18850807, 1800, TS, 26.5N,  59.6W,50.0,,,,,,,,,,,,,
4717,AL011885,18850808, 0000, TS, 27.4N,  60.0W,60.0,,,,,,,,,,,,,
4718,AL011885,18850808, 0600, TS, 28.3N,  60.3W,60.0,,,,,,,,,,,,,
4719,AL011885,18850808, 1200, HU, 29.2N,  60.6W,70.0,,,,,,,,,,,,,
4720,AL011885,18850808, 1800, HU, 30.4N,  60.7W,70.0,,,,,,,,,,,,,
4721,AL011885,18850809, 0000, HU, 31.9N,  60.7W,70.0,,,,,,,,,,,,,
4722,AL011885,18850809, 0600, HU, 33.0N,  60.7W,70.0,,,,,,,,,,,,,
4723,AL011885,18850809, 1200, HU, 34.5N,  60.6W,70.0,990.0,,,,,,,,,,,,
4724,AL011885,18850809, 1800, HU, 36.3N,  60.3W,70.0,981.0,,,,,,,,,,,,
4725,AL011885,18850810, 0000, HU, 38.2N,  59.3W,70.0,,,,,,,,,,,,,
4726,AL011885,18850810, 0600, HU, 40.2N,  57.9W,70.0,,,,,,,,,,,,,
4727,AL011885,18850810, 1200, HU, 42.0N,  56.0W,70.0,983.0,,,,,,,,,,,,
4728,AL011885,18850810, 1800, HU, 43.4N,  53.4W,80.0,,,,,,,,,,,,,
4729,AL011885,18850811, 0000, HU, 44.8N,  50.4W,80.0,,,,,,,,,,,,,
4730,AL011885,18850811, 0600, HU, 46.0N,  47.2W,80.0,,,,,,,,,,,,,
4731,AL011885,18850811, 1200, HU, 47.0N,  44.0W,80.0,,,,,,,,,,,,,
4732,AL011885,18850811, 1800, HU, 47.5N,  42.3W,70.0,,,,,,,,,,,,,
4733,AL011885,18850812, 0000, HU, 48.0N,  40.3W,70.0,,,,,,,,,,,,,
4734,AL011885,18850812, 0600, HU, 48.5N,  38.4W,70.0,,,,,,,,,,,,,
4735,AL011885,18850812, 1200, HU, 49.2N,  36.0W,70.0,,,,,,,,,,,,,
4736,AL011885,18850812, 1800, HU, 49.7N,  34.5W,70.0,,,,,,,,,,,,,
4737,AL011885,18850813, 0000, TS, 50.0N,  32.8W,60.0,,,,,,,,,,,,,
4738,AL011885,18850813, 0600, TS, 50.5N,  31.4W,60.0,,,,,,,,,,,,,
4739,AL011885,18850813, 1200, TS, 50.9N,  30.0W,60.0,,,,,,,,,,,,,
4740,AL011885,18850813, 1800, TS, 51.0N,  28.9W,60.0,,,,,,,,,,,,,
4741,AL011885,18850814, 0000, EX, 51.3N,  27.6W,50.0,,,,,,,,,,,,,
4742,AL011885,18850814, 0600, EX, 51.5N,  26.4W,50.0,,,,,,,,,,,,,
4743,AL011885,18850814, 1200, EX, 51.7N,  25.0W,50.0,,,,,,,,,,,,,
4744,AL011885,18850814, 1800, EX, 51.9N,  24.2W,50.0,,,,,,,,,,,,,
4745,AL011885,18850815, 0000, EX, 52.2N,  23.6W,40.0,,,,,,,,,,,,,
4746,AL011885,18850815, 0600, EX, 52.5N,  22.9W,40.0,,,,,,,,,,,,,
4747,AL011885,18850815, 1200, EX, 53.0N,  22.0W,40.0,,,,,,,,,,,,,
4748,AL011885,18850815, 1800, EX, 53.5N,  21.0W,40.0,,,,,,,,,,,,,
4749,AL021885,18850821, 0000, TS, 21.2N,  67.0W,40.0,,,,,,,,,,,,,
4750,AL021885,18850821, 0600, TS, 21.2N,  68.4W,40.0,,,,,,,,,,,,,
4751,AL021885,18850821, 1200, TS, 21.4N,  69.8W,40.0,,,,,,,,,,,,,
4752,AL021885,18850821, 1800, TS, 21.5N,  71.4W,40.0,,,,,,,,,,,,,
4753,AL021885,18850822, 0000, TS, 21.7N,  72.5W,50.0,,,,,,,,,,,,,
4754,AL021885,18850822, 0600, TS, 22.0N,  73.8W,50.0,,,,,,,,,,,,,
4755,AL021885,18850822, 1200, TS, 22.2N,  75.1W,50.0,,,,,,,,,,,,,
4756,AL021885,18850822, 1800, TS, 22.6N,  76.3W,50.0,,,,,,,,,,,,,
4757,AL021885,18850823, 0000, TS, 23.0N,  77.1W,60.0,,,,,,,,,,,,,
4758,AL021885,18850823, 0600, TS, 23.5N,  78.0W,60.0,,,,,,,,,,,,,
4759,AL021885,18850823, 1200, TS, 24.2N,  78.6W,60.0,,,,,,,,,,,,,
4760,AL021885,18850823, 1800, TS, 25.1N,  79.1W,60.0,,,,,,,,,,,,,
4761,AL021885,18850824, 0000, HU, 26.1N,  79.5W,70.0,,,,,,,,,,,,,
4762,AL021885,18850824, 0600, HU, 27.0N,  79.9W,70.0,,,,,,,,,,,,,
4763,AL021885,18850824, 1200, HU, 28.3N,  80.3W,80.0,,,,,,,,,,,,,
4764,AL021885,18850824, 1800, HU, 29.4N,  80.6W,90.0,,,,,,,,,,,,,
4765,AL021885,18850825, 0000, HU, 30.4N,  80.8W,90.0,,,,,,,,,,,,,
4766,AL021885,18850825, 0600, HU, 31.4N,  80.7W,90.0,,,,,,,,,,,,,
4767,AL021885,18850825, 1200, HU, 32.6N,  80.1W,90.0,970.0,,,,,,,,,,,,
4768,AL021885,18850825, 1800, HU, 33.8N,  78.9W,80.0,,,,,,,,,,,,,
4769,AL021885,18850826, 0000, HU, 35.0N,  76.9W,70.0,,,,,,,,,,,,,
4770,AL021885,18850826, 0600, HU, 36.0N,  74.8W,70.0,,,,,,,,,,,,,
4771,AL021885,18850826, 1200, HU, 37.0N,  72.0W,80.0,,,,,,,,,,,,,
4772,AL021885,18850826, 1800, HU, 38.4N,  67.9W,80.0,,,,,,,,,,,,,
4773,AL021885,18850827, 0000, HU, 40.4N,  62.9W,90.0,958.0,,,,,,,,,,,,
4774,AL021885,18850827, 0600, HU, 42.5N,  57.8W,90.0,,,,,,,,,,,,,
4775,AL021885,18850827, 1200, HU, 44.3N,  53.5W,80.0,,,,,,,,,,,,,
4776,AL021885,18850827, 1800, HU, 46.0N,  50.0W,80.0,,,,,,,,,,,,,
4777,AL021885,18850828, 0000, EX, 47.5N,  46.5W,70.0,,,,,,,,,,,,,
4778,AL021885,18850828, 0600, EX, 48.9N,  43.0W,70.0,,,,,,,,,,,,,
4779,AL021885,18850828, 1200, EX, 50.0N,  40.0W,60.0,,,,,,,,,,,,,
4780,AL021885,18850828, 1800, EX, 51.0N,  37.0W,60.0,,,,,,,,,,,,,
4781,AL031885,18850829, 0000, TS, 25.0N,  93.4W,40.0,,,,,,,,,,,,,
4782,AL031885,18850829, 0600, TS, 25.8N,  93.6W,40.0,,,,,,,,,,,,,
4783,AL031885,18850829, 1200, TS, 26.8N,  93.3W,40.0,,,,,,,,,,,,,
4784,AL031885,18850829, 1800, TS, 27.5N,  92.6W,40.0,,,,,,,,,,,,,
4785,AL031885,18850830, 0000, TS, 28.1N,  91.6W,50.0,,,,,,,,,,,,,
4786,AL031885,18850830, 0600, TS, 28.7N,  90.3W,50.0,,,,,,,,,,,,,
4787,AL031885,18850830, 1200, TS, 29.2N,  89.0W,50.0,,,,,,,,,,,,,
4788,AL031885,18850830, 1800, TS, 29.7N,  87.1W,50.0,,,,,,,,,,,,,
4789,AL031885,18850830, 2300, TS, 30.1N,  85.7W,50.0,,,,,,,,,,,,,
4790,AL031885,18850831, 0000, TS, 30.2N,  85.4W,50.0,,,,,,,,,,,,,
4791,AL031885,18850831, 0600, TS, 30.8N,  83.4W,40.0,,,,,,,,,,,,,
4792,AL031885,18850831, 1200, TS, 31.3N,  81.5W,40.0,,,,,,,,,,,,,
4793,AL031885,18850831, 1800, TS, 32.0N,  79.1W,40.0,,,,,,,,,,,,,
4794,AL041885,18850917, 0000, TS, 21.2N,  95.5W,40.0,,,,,,,,,,,,,
4795,AL041885,18850917, 0600, TS, 21.7N,  96.0W,40.0,,,,,,,,,,,,,
4796,AL041885,18850917, 1200, TS, 22.4N,  96.5W,40.0,,,,,,,,,,,,,
4797,AL041885,18850917, 1800, TS, 23.2N,  96.6W,40.0,,,,,,,,,,,,,
4798,AL041885,18850918, 0000, TS, 24.1N,  96.6W,40.0,,,,,,,,,,,,,
4799,AL041885,18850918, 0600, TS, 24.9N,  96.5W,40.0,,,,,,,,,,,,,
4800,AL041885,18850918, 1200, TS, 25.7N,  96.4W,50.0,,,,,,,,,,,,,
4801,AL041885,18850918, 1800, TS, 26.1N,  96.1W,50.0,,,,,,,,,,,,,
4802,AL041885,18850919, 0000, TS, 26.5N,  96.0W,50.0,,,,,,,,,,,,,
4803,AL041885,18850919, 0600, TS, 26.8N,  95.8W,50.0,,,,,,,,,,,,,
4804,AL041885,18850919, 1200, TS, 27.1N,  95.6W,50.0,,,,,,,,,,,,,
4805,AL041885,18850919, 1800, TS, 27.4N,  95.3W,50.0,,,,,,,,,,,,,
4806,AL041885,18850920, 0000, TS, 27.7N,  95.0W,50.0,,,,,,,,,,,,,
4807,AL041885,18850920, 0600, TS, 27.8N,  94.6W,50.0,,,,,,,,,,,,,
4808,AL041885,18850920, 1200, TS, 28.0N,  94.1W,50.0,,,,,,,,,,,,,
4809,AL041885,18850920, 1800, TS, 28.3N,  93.0W,50.0,,,,,,,,,,,,,
4810,AL041885,18850921, 0000, TS, 28.7N,  91.0W,50.0,,,,,,,,,,,,,
4811,AL041885,18850921, 0300, TS, 29.0N,  89.4W,50.0,,,,,,,,,,,,,
4812,AL041885,18850921, 0600, TS, 29.3N,  88.0W,50.0,,,,,,,,,,,,,
4813,AL041885,18850921, 1200, TS, 30.0N,  85.6W,50.0,,,,,,,,,,,,,
4814,AL041885,18850921, 1800, TS, 30.6N,  82.8W,40.0,,,,,,,,,,,,,
4815,AL041885,18850922, 0000, TS, 31.6N,  79.6W,50.0,,,,,,,,,,,,,
4816,AL041885,18850922, 0600, TS, 33.0N,  76.3W,60.0,,,,,,,,,,,,,
4817,AL041885,18850922, 1200, HU, 35.0N,  74.0W,70.0,,,,,,,,,,,,,
4818,AL041885,18850922, 1800, HU, 37.5N,  72.0W,70.0,,,,,,,,,,,,,
4819,AL041885,18850923, 0000, HU, 39.8N,  70.5W,80.0,,,,,,,,,,,,,
4820,AL041885,18850923, 0600, HU, 42.3N,  68.8W,80.0,,,,,,,,,,,,,
4821,AL041885,18850923, 1200, EX, 44.2N,  67.5W,70.0,,,,,,,,,,,,,
4822,AL041885,18850923, 1800, EX, 46.7N,  66.1W,60.0,,,,,,,,,,,,,
4823,AL051885,18850918, 0000, TS, 15.0N,  53.7W,50.0,,,,,,,,,,,,,
4824,AL051885,18850918, 0600, TS, 15.6N,  54.6W,50.0,,,,,,,,,,,,,
4825,AL051885,18850918, 1200, TS, 16.2N,  55.1W,50.0,999.0,,,,,,,,,,,,
4826,AL051885,18850918, 1800, TS, 16.7N,  55.6W,50.0,,,,,,,,,,,,,
4827,AL051885,18850919, 0000, TS, 17.2N,  56.0W,60.0,,,,,,,,,,,,,
4828,AL051885,18850919, 0600, TS, 17.6N,  56.3W,60.0,,,,,,,,,,,,,
4829,AL051885,18850919, 1200, HU, 18.0N,  56.5W,70.0,,,,,,,,,,,,,
4830,AL051885,18850919, 1800, HU, 18.5N,  56.7W,70.0,,,,,,,,,,,,,
4831,AL051885,18850920, 0000, HU, 19.0N,  56.8W,70.0,,,,,,,,,,,,,
4832,AL051885,18850920, 0600, HU, 19.5N,  56.9W,70.0,,,,,,,,,,,,,
4833,AL051885,18850920, 1200, HU, 20.1N,  57.0W,70.0,,,,,,,,,,,,,
4834,AL051885,18850920, 1800, HU, 20.9N,  57.1W,70.0,,,,,,,,,,,,,
4835,AL051885,18850921, 0000, HU, 22.2N,  57.2W,70.0,,,,,,,,,,,,,
4836,AL051885,18850921, 0600, HU, 23.5N,  57.1W,70.0,,,,,,,,,,,,,
4837,AL051885,18850921, 1200, HU, 24.9N,  57.0W,70.0,,,,,,,,,,,,,
4838,AL051885,18850921, 1800, HU, 27.0N,  56.5W,70.0,,,,,,,,,,,,,
4839,AL061885,18850924, 0000, TS, 26.4N,  87.8W,40.0,,,,,,,,,,,,,
4840,AL061885,18850924, 0600, TS, 26.7N,  87.9W,40.0,,,,,,,,,,,,,
4841,AL061885,18850924, 1200, TS, 27.0N,  88.0W,40.0,,,,,,,,,,,,,
4842,AL061885,18850924, 1800, TS, 27.4N,  88.1W,40.0,,,,,,,,,,,,,
4843,AL061885,18850925, 0000, TS, 27.8N,  88.3W,50.0,,,,,,,,,,,,,
4844,AL061885,18850925, 0600, TS, 28.2N,  88.4W,50.0,,,,,,,,,,,,,
4845,AL061885,18850925, 1200, TS, 28.7N,  88.6W,50.0,,,,,,,,,,,,,
4846,AL061885,18850925, 1800, TS, 29.0N,  88.8W,50.0,,,,,,,,,,,,,
4847,AL061885,18850926, 0000, TS, 29.3N,  88.9W,60.0,,,,,,,,,,,,,
4848,AL061885,18850926, 0400, TS, 29.6N,  89.0W,60.0,,,,,,,,,,,,,
4849,AL061885,18850926, 0600, TS, 29.7N,  89.0W,60.0,,,,,,,,,,,,,
4850,AL061885,18850926, 1200, TS, 30.0N,  89.1W,60.0,,,,,,,,,,,,,
4851,AL061885,18850926, 1800, TS, 30.2N,  89.0W,60.0,,,,,,,,,,,,,
4852,AL061885,18850927, 0000, TS, 30.3N,  88.9W,60.0,,,,,,,,,,,,,
4853,AL061885,18850927, 0600, TS, 30.4N,  88.8W,50.0,,,,,,,,,,,,,
4854,AL061885,18850927, 1200, TS, 30.5N,  88.6W,50.0,,,,,,,,,,,,,
4855,AL061885,18850927, 1800, TS, 30.6N,  88.4W,40.0,,,,,,,,,,,,,
4856,AL061885,18850928, 0000, TS, 30.6N,  88.1W,40.0,,,,,,,,,,,,,
4857,AL061885,18850928, 0600, TS, 30.6N,  87.8W,40.0,,,,,,,,,,,,,
4858,AL061885,18850928, 1200, TS, 30.6N,  87.4W,40.0,,,,,,,,,,,,,
4859,AL061885,18850928, 1800, TS, 30.6N,  87.0W,40.0,,,,,,,,,,,,,
4860,AL061885,18850929, 0000, TD, 30.6N,  86.5W,30.0,,,,,,,,,,,,,
4861,AL061885,18850929, 0600, TD, 30.6N,  86.0W,30.0,,,,,,,,,,,,,
4862,AL061885,18850929, 1200, TD, 30.5N,  85.4W,30.0,,,,,,,,,,,,,
4863,AL061885,18850929, 1800, TD, 30.4N,  84.8W,30.0,,,,,,,,,,,,,
4864,AL061885,18850930, 0000, TD, 30.3N,  84.0W,30.0,,,,,,,,,,,,,
4865,AL061885,18850930, 0600, TD, 30.2N,  83.3W,30.0,,,,,,,,,,,,,
4866,AL061885,18850930, 1200, TD, 30.2N,  82.8W,30.0,,,,,,,,,,,,,
4867,AL061885,18850930, 1800, TD, 30.2N,  81.8W,30.0,,,,,,,,,,,,,
4868,AL061885,18851001, 0000, TS, 30.4N,  80.8W,40.0,,,,,,,,,,,,,
4869,AL061885,18851001, 0600, TS, 30.7N,  79.6W,40.0,,,,,,,,,,,,,
4870,AL061885,18851001, 1200, TS, 31.2N,  78.8W,50.0,,,,,,,,,,,,,
4871,AL061885,18851001, 1800, TS, 32.0N,  77.8W,60.0,,,,,,,,,,,,,
4872,AL061885,18851002, 0000, TS, 32.9N,  77.0W,60.0,,,,,,,,,,,,,
4873,AL061885,18851002, 0600, TS, 33.8N,  76.3W,60.0,,,,,,,,,,,,,
4874,AL061885,18851002, 1200, HU, 34.5N,  75.6W,70.0,,,,,,,,,,,,,
4875,AL061885,18851002, 1800, HU, 35.5N,  74.1W,70.0,,,,,,,,,,,,,
4876,AL071885,18850926, 0000, TS, 24.2N,  55.7W,50.0,,,,,,,,,,,,,
4877,AL071885,18850926, 0600, TS, 25.2N,  56.4W,50.0,,,,,,,,,,,,,
4878,AL071885,18850926, 1200, TS, 26.0N,  57.0W,50.0,,,,,,,,,,,,,
4879,AL071885,18850926, 1800, TS, 27.2N,  57.8W,50.0,,,,,,,,,,,,,
4880,AL071885,18850927, 0000, TS, 28.7N,  58.3W,50.0,,,,,,,,,,,,,
4881,AL071885,18850927, 0600, TS, 30.2N,  58.8W,50.0,,,,,,,,,,,,,
4882,AL071885,18850927, 1200, TS, 31.3N,  59.0W,50.0,,,,,,,,,,,,,
4883,AL071885,18850927, 1800, TS, 32.3N,  59.3W,50.0,,,,,,,,,,,,,
4884,AL071885,18850928, 0000, TS, 33.2N,  59.6W,60.0,,,,,,,,,,,,,
4885,AL071885,18850928, 0600, TS, 34.0N,  59.8W,60.0,,,,,,,,,,,,,
4886,AL071885,18850928, 1200, TS, 35.0N,  60.0W,60.0,,,,,,,,,,,,,
4887,AL071885,18850928, 1800, TS, 36.0N,  60.3W,60.0,,,,,,,,,,,,,
4888,AL071885,18850929, 0000, HU, 37.2N,  60.7W,70.0,,,,,,,,,,,,,
4889,AL071885,18850929, 0600, HU, 38.5N,  60.9W,70.0,,,,,,,,,,,,,
4890,AL071885,18850929, 1200, HU, 39.7N,  61.0W,80.0,,,,,,,,,,,,,
4891,AL071885,18850929, 1800, HU, 41.2N,  60.7W,80.0,,,,,,,,,,,,,
4892,AL081885,18851010, 1200, TS, 23.9N,  83.0W,40.0,,,,,,,,,,,,,
4893,AL081885,18851010, 1800, TS, 24.7N,  83.3W,40.0,,,,,,,,,,,,,
4894,AL081885,18851011, 0000, TS, 25.7N,  83.6W,50.0,,,,,,,,,,,,,
4895,AL081885,18851011, 0600, TS, 26.5N,  83.9W,50.0,,,,,,,,,,,,,
4896,AL081885,18851011, 1200, TS, 27.3N,  84.0W,60.0,,,,,,,,,,,,,
4897,AL081885,18851011, 1800, TS, 28.6N,  83.6W,60.0,,,,,,,,,,,,,
4898,AL081885,18851011, 2200, TS, 29.4N,  83.2W,60.0,,,,,,,,,,,,,
4899,AL081885,18851012, 0000, TS, 30.0N,  83.0W,50.0,,,,,,,,,,,,,
4900,AL081885,18851012, 0600, TS, 31.4N,  82.4W,50.0,,,,,,,,,,,,,
4901,AL081885,18851012, 1200, TS, 33.0N,  81.5W,40.0,,,,,,,,,,,,,
4902,AL081885,18851012, 1800, TS, 34.0N,  80.8W,40.0,,,,,,,,,,,,,
4903,AL081885,18851013, 0000, TS, 34.9N,  80.0W,40.0,,,,,,,,,,,,,
4904,AL081885,18851013, 0600, TS, 36.2N,  79.0W,40.0,,,,,,,,,,,,,
4905,AL081885,18851013, 1200, EX, 37.4N,  78.4W,40.0,,,,,,,,,,,,,
4906,AL081885,18851013, 1800, EX, 39.0N,  78.0W,40.0,,,,,,,,,,,,,
4907,AL081885,18851014, 0000, EX, 40.5N,  77.5W,40.0,,,,,,,,,,,,,
4908,AL081885,18851014, 0600, EX, 42.0N,  77.0W,40.0,,,,,,,,,,,,,
4909,AL011886,18860613, 0600, TS, 23.2N,  95.7W,35.0,,,,,,,,,,,,,
4910,AL011886,18860613, 1200, TS, 24.7N,  95.9W,40.0,,,,,,,,,,,,,
4911,AL011886,18860613, 1800, TS, 26.0N,  96.0W,45.0,,,,,,,,,,,,,
4912,AL011886,18860614, 0000, TS, 26.9N,  95.8W,55.0,,,,,,,,,,,,,
4913,AL011886,18860614, 0600, HU, 27.9N,  95.3W,65.0,,,,,,,,,,,,,
4914,AL011886,18860614, 1200, HU, 28.9N,  94.7W,75.0,,,,,,,,,,,,,
4915,AL011886,18860614, 1600, HU, 29.6N,  94.2W,85.0,,,,,,,,,,,,,
4916,AL011886,18860614, 1800, HU, 29.9N,  94.0W,85.0,,,,,,,,,,,,,
4917,AL011886,18860615, 0000, TS, 30.6N,  93.0W,60.0,,,,,,,,,,,,,
4918,AL011886,18860615, 0600, TS, 31.0N,  91.8W,45.0,,,,,,,,,,,,,
4919,AL011886,18860615, 1200, TS, 31.2N,  90.4W,35.0,,,,,,,,,,,,,
4920,AL011886,18860615, 1800, TD, 31.2N,  89.0W,30.0,,,,,,,,,,,,,
4921,AL021886,18860617, 0000, TS, 19.1N,  84.8W,35.0,,,,,,,,,,,,,
